arm,Linux armv8l,8,4,ARM,Mali-G51,360x780,Chrome/89.0.4389.128,2a00:1fa0:485d:9c0b:cdc8:c7bb:c7d3:99fb,Europe,Russia,Moscow,Moscow,MTS PJSC,MTS PJSC,55.9708617 deg,37.9059096 deg,18.242000579833984 m,168.0453717039515,Not Available,Not Available
arm,Linux armv8l,8,4,ARM,Mali-G51,360x780,Chrome/89.0.4389.128,2a00:1fa0:485d:9c0b:cdc8:c7bb:c7d3:99fb,Europe,Russia,Moscow,Moscow,MTS PJSC,MTS PJSC,55.9708387 deg,37.9058317 deg,17.43000030517578 m,167.75846362400372,195.39183044433594 deg,0.13915982842445374 m/s
arm,Linux armv8l,8,4,ARM,Mali-G51,360x780,Chrome/89.0.4389.128,2a00:1fa0:485d:9c0b:cdc8:c7bb:c7d3:99fb,Europe,Russia,Moscow,Moscow,MTS PJSC,MTS PJSC,55.9708338 deg,37.9058607 deg,16.51300048828125 m,167.94761728537188,Not Available,Not Available
